name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p,latitude,longitude
Santa Fe,Caseros,86261,73035,12622,604,44348,37302,6725,321,41913,35733,5897,283,0.8466746270040922,0.1463233674545855,0.0070020055413222,0.8411202309010553,0.1516415621899522,0.0072382069089925,0.8525517142652638,0.1406962040417054,0.0067520816930308,-33.2249739383268,-61.5428621200429
Santa Fe,Castellanos,189464,158447,29993,1024,96738,80779,15449,510,92726,77668,14544,514,0.8362907993075201,0.1583044800067559,0.0054047206857239,0.8350286340424652,0.1596993942401124,0.0052719717174223,0.8376075750059314,0.1568492116558462,0.0055432133382222,-31.2314615495091,-61.6572584461682
Santa Fe,Constitución,93000,76680,15483,837,47761,39245,8074,442,45239,37435,7409,395,0.824516129032258,0.1664838709677419,0.009,0.8216955256380729,0.1690500617658759,0.0092544125960511,0.8274939764362608,0.1637746192444572,0.008731404319282,-33.4871399171909,-60.8374001304635
Santa Fe,Garay,24853,22796,1843,214,12576,11538,936,102,12277,11258,907,112,0.9172333319921137,0.0741560375005029,0.0086106305073834,0.9174618320610688,0.0744274809160305,0.0081106870229007,0.9169992669218864,0.0738779832206565,0.009122749857457,-31.0546413334486,-60.1258077355938
Santa Fe,General López,200455,165777,32812,1866,102782,84517,17264,1001,97673,81260,15548,865,0.8270035668853358,0.16368761068569,0.009308822428974,0.8222937868498376,0.1679671537817905,0.0097390593683718,0.8319597022718663,0.1591842167231476,0.008856081004986,-33.9221898209726,-61.939680211795
Santa Fe,General Obligado,197533,180943,15548,1042,101343,92810,7979,554,96190,88133,7569,488,0.9160140330982672,0.0787108989384052,0.0052750679633276,0.9158007953188676,0.0787326209012956,0.0054665837798367,0.9162386942509616,0.0786880133069965,0.0050732924420417,-28.672536399396,-59.5266963989458
Santa Fe,Iriondo,73636,64569,8560,507,37801,33052,4500,249,35835,31517,4060,258,0.8768672931718181,0.1162474876419142,0.0068852191862675,0.8743684029523029,0.1190444697230232,0.0065871273246739,0.8795032789172597,0.113297055950886,0.0071996651318543,-32.7060836089974,-61.273387709005
Santa Fe,La Capital,568259,506872,55798,5589,298349,264688,30710,2951,269910,242184,25088,2638,0.8919735543123822,0.0981911417153093,0.0098353039723084,0.8871757572507366,0.1029331420584617,0.0098911006908017,0.8972768700678003,0.0929495016857471,0.0097736282464525,-31.4753563668226,-60.6694790136058
Santa Fe,Las Colonias,114730,103306,10738,686,58352,52535,5470,347,56378,50771,5268,339,0.9004270896888347,0.0935936546674801,0.0059792556436851,0.9003119001919386,0.0937414313134082,0.0059466684946531,0.9005463123913583,0.0934407038206392,0.0060129837880024,-31.3153379040603,-61.1094808023915
Santa Fe,9 de Julio,30942,27221,3652,69,15665,13730,1899,36,15277,13491,1753,33,0.8797427444896904,0.1180272768405403,0.0022299786697692,0.8764762208745611,0.1212256623045004,0.0022981168209383,0.8830922301498986,0.1147476598808666,0.0021601099692347,-28.8486776771703,-61.3979945646643
Santa Fe,Rosario,1337958,1115199,190263,32496,700609,579247,103990,17372,637349,535952,86273,15124,0.8335082267156368,0.1422040153726798,0.0242877579116833,0.8267764188013571,0.1484280104880183,0.0247955707106246,0.8409081994323361,0.1353622583545279,0.0237295422131359,-33.1178472652264,-60.7232422315034
Santa Fe,San Cristóbal,72593,60918,11390,285,36834,30878,5830,126,35759,30040,5560,159,0.8391718209744741,0.1569021806510269,0.0039259983744989,0.8383015692023674,0.1582776782320682,0.0034207525655644,0.840068234570318,0.1554853323638804,0.0044464330658016,-30.2283897206038,-61.3599372073841
Santa Fe,San Javier,33180,31069,2016,95,16850,15732,1074,44,16330,15337,942,51,0.9363773357444244,0.060759493670886,0.0028631705846895,0.9336498516320476,0.0637388724035608,0.0026112759643916,0.9391916717697488,0.0576852418860992,0.0031230863441518,-30.1041461062467,-59.8980704736792
Santa Fe,San Jerónimo,84617,74635,9506,476,43385,38292,4844,249,41232,36343,4662,227,0.8820331611851047,0.1123414916624319,0.0056253471524634,0.8826091967269794,0.111651492451308,0.0057393108217125,0.8814270469538222,0.1130675203725262,0.0055054326736515,-32.1537713587336,-61.0481265782097
Santa Fe,San Justo,46486,42688,3627,171,23836,21884,1866,86,22650,20804,1761,85,0.9182979821881856,0.0780234909435098,0.0036785268683044,0.9181070649437824,0.0782849471387816,0.0036079879174358,0.9184988962472406,0.0777483443708609,0.0037527593818984,-30.5304248144909,-60.4886940672178
Santa Fe,San Lorenzo,193786,169008,23001,1777,99399,86413,12027,959,94387,82595,10974,818,0.8721373061005439,0.1186927848244971,0.0091699090749589,0.8693548224831236,0.1209971931307156,0.0096479843861608,0.8750675410808691,0.1162660112091707,0.00866644770996,-32.9413325358441,-60.9640078882428
Santa Fe,San Martín,67299,58435,8447,417,34298,29690,4391,217,33001,28745,4056,200,0.8682892762150998,0.1255144950147847,0.0061962287701154,0.8656481427488484,0.1280249577234824,0.0063268995276692,0.8710342110845126,0.1229053665040453,0.006060422411442,-32.0122706461745,-61.8090742014148
Santa Fe,Vera,55463,51521,3764,178,28353,26334,1930,89,27110,25187,1834,89,0.928925590032995,0.0678650631952833,0.0032093467717216,0.928790604168871,0.0680703981941946,0.0031389976369343,0.9290667650313538,0.06765031353744,0.0032829214312061,-28.9706345150851,-60.4136679252075
Santiago del Estero,Aguirre,8959,7412,1496,51,4497,3716,749,32,4462,3696,747,19,0.8273244781783681,0.1669829222011385,0.0056925996204933,0.8263286635534801,0.1665554814320658,0.007115855014454,0.8283281039892425,0.1674137158225011,0.0042581801882563,-29.2979732282428,-62.5150973801298
Santiago del Estero,Alberdi,20104,18040,1962,102,9799,8804,946,49,10305,9236,1016,53,0.8973338639076801,0.0975925189017111,0.0050736171906088,0.8984590264312685,0.0965404633125829,0.0050005102561485,0.8962639495390587,0.0985929160601649,0.0051431344007763,-26.5210423501695,-62.7280139284021
Santiago del Estero,Atamisqui,14894,13601,1218,75,7388,6736,609,43,7506,6865,609,32,0.9131865180609642,0.0817778971397878,0.005035584799248,0.9117487818083378,0.0824309691391445,0.0058202490525175,0.914601652011724,0.0811350919264588,0.0042632560618172,-28.6918181695012,-63.8815639977726
Santiago del Estero,Avellaneda,25462,23404,1946,112,12643,11617,964,62,12819,11787,982,50,0.9191736705679052,0.0764276176262666,0.0043987118058282,0.9188483745946372,0.0762477260143953,0.0049038993909673,0.9194945003510414,0.0766050393946485,0.00390046025431,-28.555362665393,-63.20376658846
Santiago del Estero,Banda,170401,155445,14262,694,87892,80277,7270,345,82509,75168,6992,349,0.9122305620272182,0.083696691920822,0.0040727460519597,0.913359577663496,0.0827151504118691,0.0039252719246347,0.911027887866778,0.0847422705401834,0.0042298415930383,-27.4347067680665,-64.2098658068652
Santiago del Estero,Belgrano,10809,8122,2565,122,5329,4092,1187,50,5480,4030,1378,72,0.7514108613192709,0.2373022481265612,0.0112868905541678,0.7678738975417527,0.2227434790767498,0.0093826233814974,0.7354014598540146,0.2514598540145985,0.0131386861313868,-29.0815053728088,-62.2182795085019
Santiago del Estero,Capital,328824,295578,31058,2188,172195,154881,16234,1080,156629,140697,14824,1108,0.8988942412962557,0.0944517431817628,0.0066540155219813,0.8994512035773397,0.094276837306542,0.0062719591161183,0.8982819273570029,0.0946440314373455,0.0070740412056515,-27.8847652276627,-64.435667540413
Santiago del Estero,Choya,43692,37104,6370,218,22048,18648,3287,113,21644,18456,3083,105,0.8492172480087888,0.1457932802343678,0.0049894717568433,0.8457910014513788,0.1490838171262699,0.0051251814223512,0.8527074477915357,0.1424413232304564,0.0048512289780077,-28.7541678003854,-64.7638924389835
Santiago del Estero,Copo,35653,29634,5863,156,17503,14473,2957,73,18150,15161,2906,83,0.8311783019661739,0.164446189661459,0.0043755083723669,0.8268868194023882,0.1689424670056561,0.0041707135919556,0.8353168044077135,0.1601101928374655,0.0045730027548209,-25.9391612005653,-62.7310972270609
Santiago del Estero,Figueroa,20246,18701,1527,18,9859,9112,737,10,10387,9589,790,8,0.9236886298528104,0.0754223056406203,0.0008890645065691,0.9242316664976165,0.0747540318490719,0.0010143016533116,0.923173197265813,0.0760566092230673,0.0007701935111196,-27.3218567501665,-63.579632022065
Santiago del Estero,General Taboada,46304,42092,3979,233,23370,21306,1948,116,22934,20786,2031,117,0.9090359364201795,0.0859321008984105,0.0050319626814098,0.9116816431322208,0.0833547282841249,0.0049636285836542,0.9063399319787216,0.0885584721374378,0.0051015958838405,-28.5683250686056,-62.3387633833787
Santiago del Estero,Guasayán,9251,7351,1859,41,4549,3596,930,23,4702,3755,929,18,0.7946167981839801,0.2009512485136741,0.0044319533023456,0.790503407342273,0.2044405363816223,0.0050560562761046,0.7985963419821352,0.1975754997873245,0.0038281582305401,-27.9768511960939,-64.8712241216861
Santiago del Estero,Jiménez,18622,12501,5945,176,9281,6239,2960,82,9341,6262,2985,94,0.6713027601761358,0.3192460530555257,0.0094511867683385,0.6722335955177244,0.3189311496605969,0.0088352548216786,0.6703779038646825,0.319558933733005,0.0100631624023123,-26.8996081032586,-64.2724736671085
Santiago del Estero,Juan Felipe Ibarra,20567,19006,1497,64,10229,9458,741,30,10338,9548,756,34,0.9241017163417125,0.072786502649876,0.0031117810084115,0.9246260631537784,0.0724410988366409,0.0029328380095806,0.9235828980460438,0.073128264654672,0.0032888372992841,-28.0394929915456,-62.5443747130478
Santiago del Estero,Loreto,24047,22000,1940,107,12094,11029,1015,50,11953,10971,925,57,0.9148750363870752,0.0806753441177693,0.0044496194951553,0.911939804861915,0.083925913676203,0.0041342814618819,0.9178448924956076,0.0773864301848908,0.0047686773195013,-28.6244804370084,-64.3107274308462
Santiago del Estero,Mitre,1440,1240,199,1,670,577,93,0,770,663,106,1,0.8611111111111112,0.1381944444444444,0.0006944444444444,0.8611940298507462,0.1388059701492537,0.0,0.861038961038961,0.1376623376623376,0.0012987012987012,-29.6150490318213,-62.7386757564942
Santiago del Estero,Moreno,40352,36036,4243,73,19884,17816,2039,29,20468,18220,2204,44,0.8930412371134021,0.1051496827914353,0.0018090800951625,0.895996781331724,0.1025447596057131,0.0014584590625628,0.8901700214969709,0.1076802814148915,0.0021496970881375,-27.2982006559922,-62.4639026540336
Santiago del Estero,Ojo de Agua,15008,11803,3177,28,7555,5952,1591,12,7453,5851,1586,16,0.7864472281449894,0.2116871002132196,0.001865671641791,0.7878226340172072,0.2105890138980807,0.0015883520847121,0.7850529987924326,0.2128002146786529,0.0021467865289145,-29.3043766197306,-64.0144967880943
Santiago del Estero,Pellegrini,26193,19544,6556,93,12759,9394,3320,45,13434,10150,3236,48,0.7461535524758524,0.2502958805787806,0.003550566945367,0.7362645975389921,0.2602084802884238,0.003526922172584,0.755545630489802,0.2408813458389161,0.0035730236712818,-26.2199018368927,-64.0917498279144
Santiago del Estero,Quebrachos,12336,9136,3052,148,6264,4652,1533,79,6072,4484,1519,69,0.7405966277561609,0.2474059662775616,0.0119974059662775,0.7426564495530013,0.2447318007662835,0.0126117496807151,0.738471673254282,0.2501646903820816,0.0113636363636363,-29.3883234023198,-63.3484161216539
Santiago del Estero,Río Hondo,66637,54646,11805,186,33725,27478,6154,93,32912,27168,5651,93,0.8200549244413764,0.1771538334558878,0.0027912421027357,0.8147664936990363,0.1824759080800593,0.0027575982209043,0.8254739912493924,0.1717002916869227,0.0028257170636849,-27.4855424248983,-64.7601169003321
Santiago del Estero,Rivadavia,5314,2530,2775,9,2627,1219,1403,5,2687,1311,1372,4,0.4761008656379375,0.5222054949190816,0.0016936394429808,0.4640274076893795,0.5340692805481538,0.0019033117624666,0.4879047264607369,0.5106066244882769,0.0014886490509862,-30.0205069976617,-62.280260406999
Santiago del Estero,Robles,53879,48361,5231,287,27405,24626,2642,137,26474,23735,2589,150,0.8975853300915013,0.0970879192264147,0.0053267506820839,0.8985951468710089,0.0964057653712826,0.0049990877577084,0.8965400015109164,0.0977940620986628,0.0056659363904207,-27.8539440726978,-63.9075092603375
Santiago del Estero,Salavina,12775,11762,995,18,6170,5650,511,9,6605,6112,484,9,0.9207045009784736,0.0778864970645792,0.0014090019569471,0.9157212317666128,0.0828200972447325,0.0014586709886547,0.9253595760787282,0.0732778198334595,0.0013626040878122,-28.9187435895832,-63.3035949539634
Santiago del Estero,San Martín,11183,10329,802,52,5556,5134,396,26,5627,5195,406,26,0.9236340874541716,0.0717159974961995,0.0046499150496289,0.9240460763138948,0.0712742980561555,0.0046796256299496,0.9232272969610804,0.0721521236893548,0.0046205793495645,-28.1877612839021,-63.854114579261
Santiago del Estero,Sarmiento,5034,4735,281,18,2473,2306,155,12,2561,2429,126,6,0.9406038935240364,0.0558204211362733,0.0035756853396901,0.9324706833805096,0.0626769106348564,0.004852405984634,0.9484576337368216,0.0491995314330339,0.0023428348301444,-28.1061147414452,-63.4461751488241
Santiago del Estero,Silípica,9766,9257,499,10,4830,4602,226,2,4936,4655,273,8,0.9478804013925866,0.0510956379275035,0.0010239606799098,0.9527950310559006,0.0467908902691511,0.0004140786749482,0.9430713128038898,0.0553079416531604,0.0016207455429497,-28.1888486590344,-64.2732683808613
Tierra del Fuego,Río Grande,98922,43481,48693,6748,49667,21723,24170,3774,49255,21758,24523,2974,0.4395483310082691,0.4922363073937041,0.0682153615980267,0.4373729035375601,0.4866410292548372,0.0759860672076026,0.4417419551314587,0.4978783879809156,0.0603796568876256,-53.7462919871752,-68.1361046544505
Tierra del Fuego,Tolhuin,6027,2317,3290,420,2999,1137,1647,215,3028,1180,1643,205,0.3844367015098722,0.5458768873403019,0.0696864111498257,0.3791263754584861,0.5491830610203401,0.0716905635211737,0.3896961690885072,0.5426023778071334,0.0677014531043593,-54.4245608947124,-67.5034849447963
Tierra del Fuego,Ushuaia,80009,32712,42214,5083,40550,16441,21420,2689,39459,16271,20794,2394,0.4088540039245585,0.5276156432401354,0.063530352835306,0.4054500616522811,0.5282367447595561,0.0663131935881627,0.4123520616335944,0.5269773689145696,0.060670569451836,-54.7704676359158,-66.6836200601613
Tucumán,Burruyacú,45459,39960,5307,192,22563,19820,2661,82,22896,20140,2646,110,0.8790338546822412,0.1167425592291955,0.0042235860885633,0.8784292868856092,0.1179364446217258,0.0036342684926649,0.8796296296296297,0.115566037735849,0.0048043326345213,-26.5305481465544,-64.8195981132229
Tucumán,Capital,587289,510047,71811,5431,309579,267604,39204,2771,277710,242443,32607,2660,0.8684770189804338,0.1222754044431276,0.0092475765764385,0.86441263780812,0.1266364966615952,0.0089508655302846,0.8730078139065932,0.1174138489791509,0.0095783371142558,-26.8332209186353,-65.2170208037282
Tucumán,Chicligasta,92308,84328,7526,454,47608,43390,3988,230,44700,40938,3538,224,0.9135502881657062,0.0815313948953503,0.0049183169389435,0.9114014451352714,0.0837674340446983,0.0048311208200302,0.9158389261744968,0.0791498881431767,0.0050111856823266,-27.2696018679715,-65.8110637206058
Tucumán,Cruz Alta,227688,207123,19743,822,116110,105113,10590,407,111578,102010,9153,415,0.9096790344682196,0.0867107620954991,0.0036102034362812,0.9052880888812334,0.0912066144173628,0.0035052967014038,0.914248328523544,0.0820323002742476,0.0037193712022083,-26.9180036848972,-64.9738642266054
Tucumán,Famaillá,42669,38008,4521,140,21615,19210,2335,70,21054,18798,2186,70,0.8907637863554337,0.1059551430781129,0.0032810705664533,0.888734674994217,0.1080268332176729,0.0032384917881101,0.8928469649472784,0.1038282511636743,0.0033247838890472,-26.9759689777425,-65.4789084982894
Tucumán,Graneros,15539,13851,1618,70,7678,6884,763,31,7861,6967,855,39,0.8913701010361027,0.104125104575584,0.0045047943883132,0.8965876530346445,0.0993748371971867,0.0040375097681687,0.886274010940084,0.1087647881948861,0.0049612008650298,-27.7132775964524,-65.2550360276541
Tucumán,Juan Bautista Alberdi,34745,31917,2660,168,17634,16172,1374,88,17111,15745,1286,80,0.9186069938120592,0.076557778097568,0.0048352280903727,0.917091981399569,0.0779176590677101,0.0049903595327208,0.9201683127812518,0.0751563321839752,0.0046753550347729,-27.6060757021473,-65.7831912587906
Tucumán,La Cocha,21196,18540,2571,85,10717,9371,1310,36,10479,9169,1261,49,0.8746933383657294,0.1212964710322702,0.0040101906020003,0.8744051506951572,0.12223570028926,0.0033591490155827,0.874988071380857,0.1203359099150682,0.0046760187040748,-27.7940604809292,-65.5977877083311
Tucumán,Leales,66352,59567,6536,249,33326,29855,3356,115,33026,29712,3180,134,0.8977423438630335,0.0985049433325295,0.0037527128044369,0.895847086358999,0.1007021544739842,0.0034507591670167,0.8996548174165808,0.0962877732695452,0.0040574093138739,-27.1918831757327,-65.0848647351414
Tucumán,Lules,93464,83359,9176,929,47658,42397,4782,479,45806,40962,4394,450,0.8918835059488145,0.0981768381408884,0.009939655910297,0.889609299592933,0.1003399219438499,0.010050778463217,0.8942496616163821,0.0959262978649085,0.0098240405187093,-26.8622353459017,-65.4310245938907
Tucumán,Monteros,77469,71692,5512,265,39593,36575,2888,130,37876,35117,2624,135,0.9254282358104532,0.0711510410615859,0.0034207231279608,0.9237744045664638,0.0729421867501831,0.0032834086833531,0.9271570387580526,0.0692786989122399,0.0035642623297074,-27.1106201705702,-65.6430768814482
Tucumán,Río Chico,64927,60038,4587,302,33050,30508,2406,136,31877,29530,2181,166,0.92470004774593,0.0706485745529594,0.0046513777011104,0.9230862329803328,0.0727987897125567,0.0041149773071104,0.9263732471688052,0.0684192364400665,0.0052075163911284,-27.4501203542874,-65.7518266389415
Tucumán,Simoca,36946,32606,4177,163,18465,16231,2144,90,18481,16375,2033,73,0.8825312618416067,0.1130568938450711,0.0044118443133221,0.879014351475765,0.1161115624153804,0.0048740861088545,0.8860451274281694,0.1100048698663492,0.0039500027054813,-27.4238370613532,-65.2924847788807
Tucumán,Tafí del Valle,22382,16769,5444,169,11300,8410,2804,86,11082,8359,2640,83,0.7492181217049415,0.243231167902779,0.0075507103922795,0.7442477876106195,0.2481415929203539,0.0076106194690265,0.7542862299223967,0.2382241472658365,0.0074896228117668,-26.5914686020616,-65.8893504834043
Tucumán,Tafí Viejo,172877,155029,16720,1128,88985,79523,8890,572,83892,75506,7830,556,0.8967589673582952,0.0967161623582084,0.0065248702834963,0.8936674720458504,0.0999044782828566,0.0064280496712929,0.9000381442807419,0.0933342869403518,0.0066275687789062,-26.6601491447319,-65.4640739296384
Tucumán,Trancas,23438,19775,2867,796,11702,9830,1470,402,11736,9945,1397,394,0.8437153340728731,0.1223227237818926,0.0339619421452342,0.8400273457528628,0.1256195522132968,0.0343531020338403,0.8473926380368099,0.1190354464894342,0.0335719154737559,-26.3434123363847,-65.4058207897255
Tucumán,Yerba Buena,102589,89117,12510,962,53054,45801,6774,479,49535,43316,5736,483,0.8686798779596253,0.1219428983614227,0.0093772236789519,0.8632902325932069,0.1276812304444528,0.0090285369623402,0.8744524073887151,0.1157969112748561,0.0097506813364287,-26.7839244723358,-65.3411739273315
