name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p,latitude,longitude
Ciudad Autónoma de Buenos Aires,Comuna 15,195265,133472,38081,23712,104706,69839,21531,13336,90559,63633,16550,10376,0.683542877627839,0.1950221493867308,0.12143497298543,0.6670009359540046,0.2056329150191966,0.1273661490267988,0.7026689782351837,0.1827537848253624,0.1145772369394538,-34.5918836701535,-58.4627740218465
Catamarca,Ambato,5087,4563,509,15,2519,2247,262,10,2568,2316,247,5,0.8969923333988599,0.1000589738549243,0.0029486927462158,0.8920206431123462,0.1040095275903136,0.0039698292973402,0.9018691588785048,0.0961838006230529,0.0019470404984423,-28.0199741656262,-65.9227878835948
Catamarca,Ancasti,3282,2858,411,13,1539,1340,191,8,1743,1518,220,5,0.870810481413772,0.1252285191956124,0.0039609993906154,0.8706952566601689,0.1241065627030539,0.0051981806367771,0.8709122203098106,0.1262191623637406,0.0028686173264486,-28.9274130674418,-65.504299177941
Catamarca,Andalgalá,19545,16490,2978,77,9841,8268,1532,41,9704,8222,1446,36,0.8436940393962651,0.152366334100793,0.0039396265029419,0.8401585204755614,0.155675236256478,0.0041662432679605,0.8472794723825227,0.1490107172300082,0.003709810387469,-27.5728459104474,-66.3731024938335
Catamarca,Antofagasta de la Sierra,1822,1676,142,4,873,795,74,4,949,881,68,0,0.9198682766191,0.0779363336992316,0.0021953896816684,0.9106529209621992,0.0847651775486827,0.0045819014891179,0.928345626975764,0.071654373024236,0.0,-25.9467556410811,-67.6778798484787
Catamarca,Belén,30353,27692,2593,68,15486,14145,1309,32,14867,13547,1284,36,0.9123315652489046,0.0854281290152538,0.0022403057358415,0.9134056567222006,0.0845279607387317,0.0020663825390675,0.9112127530772852,0.0863657765520952,0.0024214703706194,-27.1019560038189,-66.9224805098511
Catamarca,Capayán,19471,16381,2891,199,9708,8182,1430,96,9763,8199,1461,103,0.8413024497971342,0.1484772225360792,0.0102203276667865,0.8428100535640709,0.1473011948908117,0.0098887515451174,0.8398033391375602,0.1496466250128034,0.0105500358496363,-28.9094976289814,-65.9017191021383
Catamarca,Capital,186466,162090,23342,1034,96933,84108,12309,516,89533,77982,11033,518,0.8692737550009116,0.1251809981444338,0.0055452468546544,0.8676921172356163,0.1269846182414657,0.0053232645229178,0.8709861168507701,0.1232283068812616,0.0057855762679682,-28.4117889646495,-65.8367262921682
Catamarca,El Alto,4375,2718,1647,10,2144,1291,848,5,2231,1427,799,5,0.6212571428571428,0.3764571428571429,0.0022857142857142,0.6021455223880597,0.3955223880597014,0.0023320895522388,0.6396234872254595,0.3581353653070372,0.0022411474675033,-28.4317063831316,-65.3604289203864
Catamarca,Fray Mamerto Esquiú,14624,12816,1699,109,7384,6438,881,65,7240,6378,818,44,0.8763676148796499,0.1161788840262582,0.0074535010940919,0.8718851570964247,0.1193120260021668,0.0088028169014084,0.880939226519337,0.1129834254143646,0.0060773480662983,-28.3343382720204,-65.731187897962
Catamarca,La Paz,26341,19814,6365,162,13292,10042,3166,84,13049,9772,3199,78,0.7522113814965263,0.2416385103071257,0.0061501081963478,0.7554920252783629,0.2381883839903701,0.0063195907312669,0.7488696451835389,0.2451528852785654,0.0059774695378956,-29.3955036215545,-65.1920338746874
Catamarca,Paclín,4696,3953,717,26,2281,1881,389,11,2415,2072,328,15,0.8417802385008518,0.1526831345826235,0.0055366269165247,0.8246383165278387,0.1705392371766769,0.0048224462954844,0.8579710144927536,0.1358178053830227,0.0062111801242236,-28.1103167424607,-65.6743180153264
Catamarca,Pomán,12219,10099,2059,61,6068,5017,1023,28,6151,5082,1036,33,0.8264997135608478,0.1685080612161388,0.0049922252230133,0.8267963085036256,0.1685893210283454,0.004614370468029,0.8262071207933669,0.16842789790278,0.005364981303853,-28.2337589059236,-66.3888045363986
Catamarca,Santa María,26822,21815,4906,101,13794,11177,2564,53,13028,10638,2342,48,0.8133248825590933,0.1829095518604131,0.0037655655804936,0.8102798318109323,0.1858779179353342,0.0038422502537335,0.816548971446116,0.1797666564322996,0.0036843721215842,-26.7734648563207,-66.2612705245824
Catamarca,Santa Rosa,13317,9320,3932,65,6635,4611,1989,35,6682,4709,1943,30,0.6998573252233987,0.2952616955770819,0.0048809791995194,0.6949510173323286,0.2997739261492087,0.0052750565184626,0.7047291230170608,0.2907812032325651,0.0044896737503741,-28.082107971849,-65.3350824661739
Catamarca,Tinogasta,25254,22074,3053,127,12766,11090,1610,66,12488,10984,1443,61,0.8740793537657401,0.1208917399223885,0.0050289063118713,0.8687137709540969,0.126116246279179,0.0051699827667241,0.8795643818065343,0.115550928891736,0.0048846893017296,-27.5418355834148,-67.9307422147195
Catamarca,Valle Viejo,33951,29100,4691,160,17274,14829,2365,80,16677,14271,2326,80,0.857117610674207,0.1381697151777561,0.0047126741480368,0.8584577978464745,0.1369109644552506,0.0046312376982748,0.8557294477423997,0.1394735264136235,0.0047970258439767,-28.6000684837485,-65.7079324164837
Chaco,Almirante Brown,37794,32584,5102,108,19066,16498,2520,48,18728,16086,2582,60,0.8621474308091231,0.1349949727469968,0.0028575964438799,0.8653099758732823,0.1321724535822931,0.0025175705444246,0.8589278086287911,0.1378684322938915,0.0032037590773173,-25.7452119099225,-61.9589813624119
Chaco,Bermejo,28060,24880,2802,378,14279,12649,1402,228,13781,12231,1400,150,0.8866714183891661,0.0998574483250178,0.0134711332858161,0.8858463477834583,0.0981861474893199,0.0159675047272217,0.8875263043320514,0.1015891444742761,0.0108845511936724,-26.9580421515067,-58.709116096044
Chaco,Chacabuco,34493,31211,3188,94,17727,16086,1596,45,16766,15125,1592,49,0.9048502594729364,0.0924245499086771,0.0027251906183863,0.9074293450668472,0.090032154340836,0.0025385005923168,0.902123344864607,0.094954073720625,0.0029225814147679,-27.1153502635495,-61.3088349505972
Chaco,Comandante Fernández,101086,92987,7757,342,53023,48800,4050,173,48063,44187,3707,169,0.9198801020912886,0.0767366400886374,0.0033832578200739,0.9203553175037248,0.076381947456764,0.0032627350395111,0.9193558454528432,0.077127936250338,0.0035162182968187,-26.7853900358381,-60.4612869070114
Chaco,12 de Octubre,23179,20925,2200,54,11689,10568,1095,26,11490,10357,1105,28,0.902756805729324,0.0949134992881487,0.0023296949825272,0.9040978697921124,0.0936778167507913,0.0022243134570964,0.9013925152306352,0.0961705831157528,0.0024369016536118,-27.3333760774448,-61.4758065480051
Chaco,2 de Abril,8310,7636,652,22,4184,3856,318,10,4126,3780,334,12,0.918892900120337,0.078459687123947,0.002647412755716,0.9216061185468452,0.0760038240917782,0.0023900573613766,0.9161415414444984,0.0809500727096461,0.0029083858458555,-27.6198551557059,-61.3289519563791
Chaco,Fray Justo Santa María de Oro,10643,9676,951,16,5335,4837,493,5,5308,4839,458,11,0.9091421591656488,0.0893545053086535,0.0015033355256976,0.9066541705716964,0.0924086223055295,0.0009372071227741,0.9116428033157498,0.0862848530519969,0.0020723436322532,-27.8647076723602,-61.3012288739823
Chaco,General Belgrano,12807,12057,722,28,6468,6077,379,12,6339,5980,343,16,0.9414382759428438,0.0563754196923557,0.0021863043648004,0.939548546691404,0.0585961657390228,0.0018552875695732,0.9433664615870012,0.0541094809906925,0.0025240574223063,-26.8478157545068,-61.0713338324887
Chaco,General Donovan,15061,14093,911,57,7592,7115,454,23,7469,6978,457,34,0.9357280393068188,0.0604873514374875,0.0037846092556935,0.9371707060063224,0.059799789251844,0.0030295047418335,0.9342616146739858,0.0611862364439684,0.0045521488820457,-27.1388899905163,-59.3467829351985
Chaco,General Güemes,68429,64510,3714,205,34694,32731,1868,95,33735,31779,1846,110,0.9427289599438834,0.054275234184337,0.0029958058717795,0.9434196114601948,0.0538421629100132,0.0027382256297918,0.9420186749666518,0.0547206165703275,0.0032607084630206,-25.212576905898,-61.3344270231873
Chaco,Independencia,21948,20524,1328,96,11362,10637,680,45,10586,9887,648,51,0.9351193730636048,0.0605066520867505,0.0043739748496446,0.9361908114768528,0.0598486182010209,0.0039605703221263,0.933969393538636,0.0612129227281314,0.0048176837332325,-26.735179032354,-60.7563736019567
Chaco,Libertad,13775,12666,1053,56,7018,6464,525,29,6757,6202,528,27,0.919491833030853,0.0764428312159709,0.004065335753176,0.9210601310914792,0.0748076375035622,0.0041322314049586,0.9178629569335504,0.0781411869172709,0.0039958561491786,-27.3493250970289,-59.2597877694895
Chaco,Libertador General San Martín,65304,61244,3744,316,33088,30984,1959,145,32216,30260,1785,171,0.9378292294499572,0.0573318632855567,0.004838907264486,0.936411992263056,0.0592057543520309,0.0043822533849129,0.9392848274149492,0.0554072510553762,0.0053079215296746,-26.3775454900773,-59.4877181570758
Chaco,Maipú,26354,25082,1223,49,13368,12698,640,30,12986,12384,583,19,0.9517340821127722,0.0464066175912574,0.0018593002959702,0.9498803111909035,0.0478755236385397,0.0022441651705565,0.9536423841059604,0.0448945017711381,0.0014631141229015,-26.3190099893669,-60.4546439783309
Chaco,Mayor Luis J. Fontana,59798,55850,3771,177,31056,28978,1987,91,28742,26872,1784,86,0.9339777250075252,0.0630623097762467,0.0029599652162279,0.9330886141164348,0.0639811952601751,0.00293019062339,0.9349384176466496,0.0620694454108969,0.0029921369424535,-27.7429616104984,-60.6567128818538
Chaco,9 de Julio,30223,27526,2573,124,15455,14106,1295,54,14768,13420,1278,70,0.9107633259438176,0.0851338384673923,0.0041028355887899,0.9127143319314138,0.0837916531866709,0.0034940148819152,0.9087215601300108,0.0865384615384615,0.0047399783315276,-26.9436383020752,-61.264612522285
Chaco,O'Higgins,21544,20546,944,54,10997,10485,487,25,10547,10061,457,29,0.9536761975492016,0.0438173041217972,0.0025064983290011,0.9534418477766664,0.0442848049468036,0.0022733472765299,0.9539205461268608,0.0433298568313264,0.0027495970418128,-27.2556537688374,-60.6799749172166
Chaco,Presidencia de la Plaza,13938,13120,783,35,7120,6704,403,13,6818,6416,380,22,0.9413115224565934,0.0561773568661213,0.0025111206772851,0.9415730337078652,0.0566011235955056,0.0018258426966292,0.9410384276914052,0.0557348195951892,0.0032267527134056,-27.0446247369186,-59.7745640420007
Chaco,1° de Mayo,14265,12841,1318,106,7203,6488,670,45,7062,6353,648,61,0.9001752541184718,0.0923939712583245,0.0074307746232036,0.900735804525892,0.0930167985561571,0.0062473969179508,0.8996035117530444,0.0917587085811384,0.008637779665817,-27.1678037354366,-58.9587415590109
Chaco,Quitilipi,32430,30936,1409,85,16591,15828,723,40,15839,15108,686,45,0.953931544865865,0.0434474252235584,0.0026210299105766,0.9540112108974744,0.0435778434090772,0.0024109456934482,0.9538480964707368,0.0433108150767093,0.0028410884525538,-26.6663185244379,-60.1729742758302
Chaco,San Fernando,413764,367012,43315,3437,217228,192179,23163,1886,196536,174833,20152,1551,0.8870080528997206,0.104685279531327,0.0083066675689523,0.8846879776087797,0.1066299003811663,0.0086821220100539,0.8895723938616844,0.1025359221720193,0.0078916839662962,-27.7156982892704,-59.1154439908292
Chaco,San Lorenzo,16045,15207,807,31,8199,7773,409,17,7846,7434,398,14,0.9477718915550016,0.0502960423808039,0.0019320660641944,0.9480424442005122,0.0498841322112452,0.0020734235882424,0.9474891664542442,0.0507264848330359,0.0017843487127198,-27.3933734765875,-60.3637302119912
Chaco,Sargento Cabral,18696,17540,1115,41,9481,8877,579,25,9215,8663,536,16,0.938168592212238,0.0596384253316217,0.0021929824561403,0.9362936399114018,0.0610695074359244,0.0026368526526737,0.9400976668475312,0.058166033640803,0.0017362995116657,-26.7997133020842,-59.5191057139149
Chaco,Tapenagá,4051,3722,309,20,1995,1806,177,12,2056,1916,132,8,0.918785485065416,0.076277462354974,0.0049370525796099,0.9052631578947368,0.0887218045112782,0.0060150375939849,0.9319066147859922,0.0642023346303501,0.0038910505836575,-27.6596299369227,-59.827840211346
Chaco,25 de Mayo,32606,31157,1391,58,16473,15734,715,24,16133,15423,676,34,0.9555603263203092,0.0426608599644237,0.0017788137152671,0.9551387118314818,0.0434043586474837,0.0014569295210344,0.9559908262567408,0.0419016921837228,0.0021074815595363,-26.8170406143405,-60.0184594861944
Chubut,Biedma,102806,58143,38084,6579,52089,29432,19239,3418,50717,28711,18845,3161,0.5655603758535495,0.3704453047487501,0.0639943193977005,0.5650329244178234,0.3693486148707021,0.0656184607114745,0.5661020959441607,0.3715716623617328,0.0623262416941065,-42.4435913808796,-64.9333479901808
Chubut,Cushamen,28099,16230,11086,783,14195,8204,5568,423,13904,8026,5518,360,0.5776006263568099,0.3945336132958468,0.0278657603473433,0.5779499823881649,0.3922507925325819,0.0297992250792532,0.5772439585730725,0.3968642117376295,0.025891829689298,-42.3663973043627,-70.7119978032417
Chubut,Escalante,214829,149074,50907,14848,109129,75804,24984,8341,105700,73270,25923,6507,0.6939193498084523,0.2369652141936144,0.0691154359979332,0.6946274592454801,0.2289400617617681,0.0764324789927517,0.6931882686849574,0.2452507095553453,0.0615610217596972,-45.2828915460529,-67.7088649201803
Chubut,Florentino Ameghino,1782,1454,288,40,855,712,127,16,927,742,161,24,0.8159371492704826,0.1616161616161616,0.0224466891133557,0.8327485380116959,0.1485380116959064,0.0187134502923976,0.8004314994606256,0.1736785329018338,0.0258899676375404,-44.4231369267293,-66.1302641083269
Chubut,Futaleufú,49965,38781,10107,1077,26001,20232,5192,577,23964,18549,4915,500,0.7761633143200241,0.2022815971179825,0.0215550885619933,0.7781239183108342,0.1996846275143263,0.0221914541748394,0.7740360540811216,0.2050993156401268,0.0208646302787514,-43.0705971248375,-71.4554653748233
Chubut,Gaiman,12505,10427,1625,453,6299,5259,817,223,6206,5168,808,230,0.8338264694122351,0.1299480207916833,0.0362255097960815,0.8348944276869344,0.1297031274805524,0.0354024448325131,0.8327425072510474,0.1301965839510151,0.0370609087979374,-43.2725140893505,-66.1720705793314
Chubut,Gastre,1181,1038,132,11,514,442,68,4,667,596,64,7,0.8789161727349704,0.1117696867061812,0.0093141405588484,0.8599221789883269,0.1322957198443579,0.0077821011673151,0.8935532233883059,0.095952023988006,0.0104947526236881,-42.7490296126002,-68.8023248035912
Chubut,Languiñeo,2862,2642,186,34,1370,1261,92,17,1492,1381,94,17,0.923130677847659,0.0649895178197065,0.0118798043326345,0.9204379562043796,0.0671532846715328,0.0124087591240875,0.925603217158177,0.0630026809651474,0.0113941018766756,-43.3234918785199,-70.3484079877641
Chubut,Mártires,744,661,77,6,313,275,36,2,431,386,41,4,0.8884408602150538,0.1034946236559139,0.0080645161290322,0.8785942492012779,0.1150159744408945,0.0063897763578274,0.8955916473317865,0.0951276102088167,0.0092807424593967,-43.8138479495924,-67.2399811031767
Chubut,Paso de Indios,1882,1760,102,20,868,822,41,5,1014,938,61,15,0.9351753453772582,0.0541976620616365,0.0106269925611052,0.9470046082949308,0.0472350230414746,0.0057603686635944,0.9250493096646942,0.0601577909270217,0.014792899408284,-44.0301843801728,-68.6858628378531
Chubut,Rawson,144420,111095,28840,4485,74709,57615,14745,2349,69711,53480,14095,2136,0.7692494114388588,0.1996953330563634,0.0310552555047777,0.7711922258362446,0.1973657792233867,0.0314419949403686,0.7671673050164249,0.2021919065857612,0.0306407883978138,-43.1373292631623,-65.0757170605931
Chubut,Río Senguer,6347,5003,1197,147,3063,2427,565,71,3284,2576,632,76,0.7882464156294312,0.1885930360800378,0.0231605482905309,0.7923604309500489,0.1844596800522363,0.0231798889977146,0.784409257003654,0.1924482338611449,0.0231425091352009,-45.3405591890669,-70.6400850098256
Chubut,Sarmiento,14477,10866,3204,407,7144,5391,1539,214,7333,5475,1665,193,0.7505698694480901,0.2213165711127996,0.0281135594391103,0.754619260918253,0.2154255319148936,0.0299552071668533,0.7466248465839357,0.2270557752625119,0.0263193781535524,-45.3450926864638,-69.0028400019161
Chubut,Tehuelches,5947,5306,566,75,2870,2554,277,39,3077,2752,289,36,0.8922145619640155,0.0951740373297461,0.0126114007062384,0.8898954703832752,0.0965156794425087,0.013588850174216,0.894377640558986,0.0939226519337016,0.0116997075073123,-44.2001445034306,-70.5769493727789
Chubut,Telsen,1608,1400,197,11,743,625,110,8,865,775,87,3,0.8706467661691543,0.1225124378109452,0.0068407960199004,0.8411843876177658,0.1480484522207268,0.0107671601615074,0.8959537572254336,0.1005780346820809,0.0034682080924855,-42.4388519406853,-67.176877305263
Córdoba,Calamuchita,75462,52545,21130,1787,38152,26525,10722,905,37310,26020,10408,882,0.6963107259282818,0.28000848108982,0.0236807929818981,0.695245334451667,0.2810337596980499,0.023720905850283,0.697400160814795,0.2789600643259179,0.023639774859287,-32.2020591306015,-64.6151725606746
Córdoba,Capital,1498060,1249387,207993,40680,785740,650920,113398,21422,712320,598467,94595,19258,0.8340033109488272,0.1388415684285008,0.0271551206226719,0.8284165245501056,0.144320004072594,0.0272634713773003,0.8401659366576819,0.1327984613656783,0.0270356019766397,-31.4167568770155,-64.1835837727284
Córdoba,Colón,294511,250171,40722,3618,150921,127590,21379,1952,143590,122581,19343,1666,0.8494453517865207,0.1382698778653429,0.0122847703481364,0.8454091875882084,0.1416568933415495,0.012933919070242,0.8536875827007452,0.1347099380179678,0.0116024792812869,-31.1461809443167,-64.149086867857
Córdoba,Cruz del Eje,64748,59018,5338,392,33363,30314,2859,190,31385,28704,2479,202,0.9115030580095138,0.0824427009328473,0.0060542410576388,0.9086113359110392,0.0856937325780055,0.0056949315109552,0.9145770272423132,0.0789867771228293,0.0064361956348574,-30.6567576546802,-65.0782065927095
Córdoba,General Roca,36064,29837,6015,212,17921,14804,3001,116,18143,15033,3014,96,0.8273347382431233,0.1667868234250221,0.0058784383318544,0.826069973773785,0.1674571731488198,0.0064728530773952,0.828584026897426,0.1661246761836521,0.0052912969189218,-34.6231276675475,-64.3730221441911
Córdoba,General San Martín,152397,132436,17775,2186,78538,68341,9115,1082,73859,64095,8660,1104,0.8690197313595412,0.116636154255005,0.0143441143854537,0.8701647610074105,0.1160584685120578,0.0137767704805317,0.8678021635819603,0.1172504366427923,0.0149473997752474,-32.5143227869566,-63.2562056057504
Córdoba,Ischilín,36023,33538,2324,161,18564,17248,1227,89,17459,16290,1097,72,0.9310162951447686,0.0645143380617938,0.0044693667934375,0.9291101055806938,0.0660956690368455,0.0047942253824606,0.933043129617962,0.0628329228478148,0.004123947534223,-30.3985157855081,-64.609928019562
Córdoba,Juárez Celman,68317,59503,8305,509,34544,30202,4063,279,33773,29301,4242,230,0.8709837961268792,0.1215656425194314,0.0074505613536894,0.8743052339045855,0.1176181102362204,0.008076655859194,0.867586533621532,0.1256032925709886,0.0068101738074793,-33.3295744809665,-63.6063858554279
Córdoba,Marcos Juárez,107286,89121,17308,857,54973,45283,9246,444,52313,43838,8062,413,0.8306862032324814,0.1613258020617788,0.0079879947057397,0.8237316500827679,0.1681916577228821,0.0080766921943499,0.8379943799820312,0.1541108328713704,0.0078947871465983,-33.0308431509632,-62.2775947053165
Córdoba,Minas,4855,4648,200,7,2389,2285,104,0,2466,2363,96,7,0.957363542739444,0.0411946446961895,0.0014418125643666,0.9564671410632064,0.0435328589367936,0.0,0.9582319545823196,0.0389294403892944,0.002838605028386,-31.0350313100891,-65.4119724397194
Córdoba,Pocho,5070,4770,270,30,2507,2349,140,18,2563,2421,130,12,0.940828402366864,0.0532544378698224,0.0059171597633136,0.9369764658954928,0.0558436378141204,0.0071798962903869,0.944596176355833,0.0507218103784627,0.0046820132657042,-31.4627416617352,-65.4351550968219
Córdoba,Presidente Roque Sáenz Peña,37551,32398,4947,206,18965,16383,2477,105,18586,16015,2470,101,0.8627732949854864,0.1317408324678437,0.0054858725466698,0.8638544687582389,0.1306090166095439,0.0055365146322172,0.8616700742494351,0.1328957279672872,0.0054341977832777,-34.1404893695479,-63.4188652087471
Córdoba,Punilla,219494,162457,53202,3835,114576,83865,28708,2003,104918,78592,24494,1832,0.7401432385395501,0.2423847576699135,0.0174720037905364,0.7319595726853791,0.2505585812037424,0.0174818461108783,0.7490802340875732,0.2334585104557845,0.0174612554566423,-31.2187582835824,-64.5858722176043
Córdoba,Río Cuarto,277979,242918,32326,2735,144090,125524,17191,1375,133889,117394,15135,1360,0.8738717672917738,0.1162893599876249,0.0098388727206011,0.8711499757096259,0.1193073773336109,0.0095426469567631,0.876800932115409,0.1130413999656431,0.0101576679189477,-33.330534188986,-64.4931343088767
Córdoba,Río Primero,58181,52226,4937,1018,29441,26439,2480,522,28740,25787,2457,496,0.8976469981609116,0.0848558807858235,0.0174971210532648,0.8980333548452838,0.0842362691484664,0.0177303760062497,0.8972512178148921,0.0854906054279749,0.0172581767571329,-31.0315240757859,-63.436114778127
Córdoba,Río Seco,15275,14091,1128,56,7632,7008,600,24,7643,7083,528,32,0.9224877250409166,0.0738461538461538,0.0036661211129296,0.9182389937106918,0.0786163522012578,0.0031446540880503,0.9267303414889442,0.0690828208818526,0.0041868376292031,-30.0450412488063,-63.1990187799045
Córdoba,Río Segundo,113311,104288,8377,646,58357,53712,4310,335,54954,50576,4067,311,0.9203696022451484,0.0739292742981705,0.0057011234566811,0.920403721918536,0.0738557499528762,0.0057405281285878,0.9203333697274084,0.074007351603159,0.0056592786694326,-31.7331087895549,-63.4748555205649
Córdoba,San Alberto,42029,34292,7346,391,21507,17366,3935,206,20522,16926,3411,185,0.8159128220990268,0.1747840776606628,0.0093031002403102,0.8074580369182127,0.1829636862416887,0.0095782768400985,0.824773413897281,0.1662118701880908,0.0090147159146282,-31.7080283283874,-65.1565147370037
Córdoba,San Javier,62700,49347,12426,927,32711,25640,6626,445,29989,23707,5800,482,0.7870334928229665,0.1981818181818181,0.0147846889952153,0.7838341842193758,0.2025618293540399,0.0136039864265843,0.7905231918370069,0.1934042482243489,0.0160725599386441,-32.0760871294213,-65.1422236066015
Córdoba,San Justo,228951,195159,32482,1310,116909,99503,16717,689,112042,95656,15765,621,0.8524050997811758,0.1418731518971308,0.0057217483216932,0.851114969762807,0.1429915575362033,0.0058934727009896,0.8537512718444868,0.1407061637600185,0.0055425643954945,-31.242567096662,-62.5275890566991
Córdoba,Santa María,139012,118387,18846,1779,71126,60367,9822,937,67886,58020,9024,842,0.8516315138261445,0.1355710298391505,0.0127974563347049,0.8487332339791356,0.138092961786126,0.0131738042347383,0.8546681200836697,0.1329287334649265,0.0124031464514038,-31.7097123126909,-64.3059021632813
Córdoba,Sobremonte,4381,4084,279,18,2214,2061,143,10,2167,2023,136,8,0.932207258616754,0.0636840903903218,0.0041086509929239,0.9308943089430894,0.0645889792231255,0.004516711833785,0.9335486848177204,0.0627595754499307,0.0036917397323488,-29.7643092597004,-64.1425182645874
Córdoba,Tercero Arriba,120207,108438,10551,1218,62095,56031,5453,611,58112,52407,5098,607,0.9020938880431256,0.0877735905562904,0.0101325214005839,0.9023431838312264,0.0878170545132458,0.0098397616555278,0.901827505506608,0.0877271475770925,0.0104453469162995,-32.2876800226932,-63.77900489607
Córdoba,Totoral,22473,20168,2137,168,11288,10151,1058,79,11185,10017,1079,89,0.8974324745249855,0.0950918880434299,0.0074756374315845,0.8992735648476258,0.0937278525868178,0.0069985825655563,0.8955744300402324,0.0964684845775592,0.0079570853822083,-30.7263442710895,-63.9844039885161
Córdoba,Tulumba,14092,12895,1148,49,7073,6465,584,24,7019,6430,564,25,0.915058189043429,0.0814646608004541,0.0034771501561169,0.9140393043970026,0.0825675102502474,0.0033931853527498,0.916084912380681,0.0803533266847129,0.003561760934606,-30.2195169248248,-63.8287887197042
Córdoba,Unión,113635,100121,12606,908,57653,50717,6466,470,55982,49404,6140,438,0.8810753729044749,0.1109341312095745,0.0079904958859506,0.8796940315334848,0.1121537474199087,0.0081522210466064,0.8824979457682827,0.1096781108213354,0.0078239434103819,-32.8783816611385,-62.7915970558691
Corrientes,Bella Vista,44369,40291,3709,369,22524,20477,1867,180,21845,19814,1842,189,0.9080889810453244,0.0835944014965403,0.0083166174581351,0.909119161782987,0.0828893624578227,0.0079914757591901,0.9070267795834288,0.0843213550011444,0.0086518654154268,-28.4973870089949,-58.9304354321186
Corrientes,Berón de Astrada,2808,2571,197,40,1381,1266,92,23,1427,1305,105,17,0.9155982905982906,0.0701566951566951,0.0142450142450142,0.9167270094134684,0.0666183924692252,0.0166545981173063,0.9145059565522076,0.0735809390329362,0.0119131044148563,-27.4779704395686,-57.6113807712108
Corrientes,Capital,437446,379877,52994,4575,228672,197606,28605,2461,208774,182271,24389,2114,0.8683974707735355,0.1211440954997874,0.0104584337266771,0.8641460257486706,0.1250918345927791,0.0107621396585502,0.8730541159339764,0.1168201021199957,0.0101257819460277,-27.5223367116017,-58.7624842360155
Corrientes,Concepción,26270,23978,2045,247,13121,12038,968,115,13149,11940,1077,132,0.9127521888085268,0.0778454510848877,0.0094023601065854,0.9174605594085816,0.0737748647206767,0.0087645758707415,0.9080538443988136,0.081907369381702,0.0100387862194843,-28.4083995312262,-58.0313928425117
Corrientes,Curuzú Cuatiá,51489,46394,4812,283,26518,23987,2396,135,24971,22407,2416,148,0.9010468255355512,0.0934568548622035,0.0054963196022451,0.9045553963345652,0.0903537220001508,0.0050908816652839,0.8973208922349926,0.0967522325898041,0.0059268751752032,-29.6954668055505,-58.3248599040647
Corrientes,Empedrado,17948,16134,1713,101,9104,8138,913,53,8844,7996,800,48,0.8989302429240027,0.0954423891241364,0.0056273679518609,0.8938927943760984,0.1002855887521968,0.0058216168717047,0.9041157847127996,0.0904568068747173,0.005427408412483,-27.8961126654966,-58.665840300338
Corrientes,Esquina,39168,33488,5241,439,20208,17365,2633,210,18960,16123,2608,229,0.8549836601307189,0.1338082107843137,0.0112081290849673,0.8593131433095804,0.1302949326999208,0.0103919239904988,0.8503691983122363,0.1375527426160337,0.0120780590717299,-29.985327366863,-59.2413818424126
Corrientes,General Alvear,9051,7745,1183,123,4525,3917,547,61,4526,3828,636,62,0.8557065517622362,0.1307037896365042,0.0135896586012595,0.8656353591160221,0.1208839779005524,0.0134806629834254,0.8457799381352188,0.1405214317277949,0.0136986301369863,-28.775163187308,-56.5115304340621
Corrientes,General Paz,17016,15125,1722,169,8584,7695,802,87,8432,7430,920,82,0.8888692994828397,0.1011988716502115,0.0099318288669487,0.89643522833178,0.0934296365330848,0.0101351351351351,0.8811669829222012,0.1091081593927893,0.0097248576850094,-27.7199319611528,-57.7876331852429
Corrientes,Goya,106223,96797,8828,598,55144,50321,4522,301,51079,46476,4306,297,0.9112621560302384,0.0831081780781939,0.0056296658915677,0.9125380821122878,0.0820034817931234,0.0054584360945887,0.909884688423814,0.0843007889739423,0.0058145226022435,-29.4514535088561,-59.2559121520651
Corrientes,Itatí,11946,10511,1095,340,6016,5281,566,169,5930,5230,529,171,0.8798761091578771,0.0916624811652436,0.0284614096768792,0.8778257978723404,0.0940824468085106,0.0280917553191489,0.8819561551433389,0.0892074198988195,0.0288364249578414,-27.3460559292444,-58.0713817911441
Corrientes,Ituzaingó,38767,28888,9187,692,19575,14672,4522,381,19192,14216,4665,311,0.7451698609642221,0.2369799055898057,0.017850233445972,0.7495274584929758,0.2310089399744572,0.019463601532567,0.7407253022092538,0.2430700291788245,0.0162046686119216,-27.9113085755074,-56.790098223735
Corrientes,Lavalle,40406,36131,3462,813,20270,18145,1750,375,20136,17986,1712,438,0.8941988813542543,0.0856803445032916,0.020120774142454,0.8951652688702516,0.0863344844597928,0.0185002466699556,0.8932260627731426,0.0850218514104092,0.0217520858164481,-28.9879904880901,-58.9337232555635
Corrientes,Mburucuyá,11541,10504,968,69,5849,5343,474,32,5692,5161,494,37,0.9101464344510874,0.0838748808595442,0.0059786846893683,0.9134894853821166,0.0810394939305864,0.0054710206872969,0.90671117357695,0.0867884750527055,0.0065003513703443,-28.0163838994325,-58.1855639990468
